date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-02-01,Quarter1,sewing,Sunday,11,0.7,20.1,1192,6120,75,0,0,0,54,0
2015-02-01,Quarter1,sewing,Sunday,6,0.65,18.79,881,3960,26,0,0,0,33,0
2015-02-01,Quarter1,sewing,Sunday,8,0.6,24.26,1196,6600,0,0,0,0,55,0
2015-02-01,Quarter1,sewing,Sunday,7,0.7,24.26,1400,6720,0,0,0,0,56,0
2015-02-01,Quarter1,finishing ,Sunday,6,0.6,2.9,,1200,0,0,0,0,10,0
2015-02-02,Quarter1,sewing,Monday,1,0.8,22.94,16882,7020,113,0,0,0,58.5,1
2015-02-02,Quarter1,finishing ,Monday,9,0.75,3.94,,960,0,0,0,0,8,1
2015-02-02,Quarter1,sewing,Monday,2,0.8,22.52,21385,7020,88,0,0,0,58.5,1
2015-02-02,Quarter1,sewing,Monday,3,0.8,22.52,21266,6840,70,0,0,0,57,1
2015-02-02,Quarter1,sewing,Monday,10,0.8,22.52,21540,6720,88,0,0,0,56,1
2015-02-02,Quarter1,finishing ,Monday,10,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-02,Quarter1,finishing ,Monday,4,0.8,4.3,,1440,0,0,0,0,12,1
2015-02-02,Quarter1,sewing,Monday,12,0.8,15.26,12261,3600,63,0,0,0,35,1
2015-02-02,Quarter1,sewing,Monday,4,0.8,22.52,23122,5940,50,0,0,0,56.5,1
2015-02-02,Quarter1,sewing,Monday,9,0.75,29.12,8992,6960,55,0,0,0,58,1
2015-02-02,Quarter1,finishing ,Monday,12,0.75,4.08,,1080,0,0,0,0,9,1
2015-02-02,Quarter1,sewing,Monday,11,0.7,20.55,9792,6480,60,0,0,0,54,0
2015-02-02,Quarter1,sewing,Monday,6,0.7,18.79,2984,3960,30,0,0,0,33,0
2015-02-02,Quarter1,finishing ,Monday,8,0.65,4.15,,960,0,0,0,0,8,0
2015-02-02,Quarter1,finishing ,Monday,1,0.75,3.94,,2280,0,0,0,0,19,0
2015-02-02,Quarter1,sewing,Monday,5,0.5,30.1,839,6960,0,0,0,0,58,0
2015-02-02,Quarter1,sewing,Monday,7,0.7,24.26,2698,6720,0,0,0,0,56,0
2015-02-02,Quarter1,finishing ,Monday,6,0.6,2.9,,1200,0,0,0,0,10,0
2015-02-02,Quarter1,sewing,Monday,8,0.65,24.26,1435,6600,0,0,0,0,55,0
2015-02-03,Quarter1,finishing ,Tuesday,2,0.8,3.94,,2400,0,0,0,0,20,1
2015-02-03,Quarter1,sewing,Tuesday,1,0.8,22.52,1500,6900,113,0,0,0,57.5,1
2015-02-03,Quarter1,sewing,Tuesday,10,0.8,22.52,1188,6720,90,0,0,0,56,1
2015-02-03,Quarter1,finishing ,Tuesday,1,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-03,Quarter1,finishing ,Tuesday,8,0.7,4.15,,960,0,0,0,0,8,1
2015-02-03,Quarter1,sewing,Tuesday,3,0.8,22.52,1112,6840,100,0,0,0,57,1
2015-02-03,Quarter1,sewing,Tuesday,2,0.8,22.52,1452,6960,100,0,0,0,58,1
2015-02-03,Quarter1,finishing ,Tuesday,9,0.75,3.94,,1320,0,0,0,0,11,1
2015-02-03,Quarter1,sewing,Tuesday,4,0.8,22.52,340,5460,63,0,0,0,56.5,1
2015-02-03,Quarter1,sewing,Tuesday,12,0.8,15.26,1029,2040,50,0,0,0,35,1
2015-02-03,Quarter1,finishing ,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-03,Quarter1,sewing,Tuesday,9,0.75,29.12,1070,6960,34,0,0,0,58,1
2015-02-03,Quarter1,sewing,Tuesday,11,0.7,25.31,946,5760,60,0,0,0,54,0
2015-02-03,Quarter1,sewing,Tuesday,6,0.7,18.79,913,4020,30,0,0,0,33.5,0
2015-02-03,Quarter1,sewing,Tuesday,8,0.7,24.26,1363,6660,0,0,0,0,55.5,0
2015-02-03,Quarter1,sewing,Tuesday,7,0.7,24.26,1639,6720,0,0,0,0,56,0
2015-02-03,Quarter1,finishing ,Tuesday,4,0.8,4.3,,1440,0,0,0,0,12,0
2015-02-03,Quarter1,finishing ,Tuesday,6,0.7,2.9,,960,0,0,0,0,8,0
2015-02-03,Quarter1,sewing,Tuesday,5,0.6,30.1,415,6960,0,0,0,0,58,0
2015-02-04,Quarter1,sewing,Wednesday,2,0.8,22.52,1263,6900,100,0,0,0,57.5,1
2015-02-04,Quarter1,sewing,Wednesday,3,0.8,22.52,968,6840,113,0,0,0,57,1
2015-02-04,Quarter1,sewing,Wednesday,10,0.8,22.52,1108,6720,113,0,0,0,56,1
2015-02-04,Quarter1,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,1
2015-02-04,Quarter1,finishing,Wednesday,1,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-04,Quarter1,finishing,Wednesday,8,0.7,4.15,,3000,0,0,0,0,25,1
2015-02-04,Quarter1,sewing,Wednesday,1,0.8,22.52,1532,6900,88,0,0,0,57.5,1
2015-02-04,Quarter1,sewing,Wednesday,12,0.8,15.26,1094,4080,38,0,0,0,34,1
2015-02-04,Quarter1,sewing,Wednesday,9,0.8,22.52,1086,6960,50,0,0,0,58,1
2015-02-04,Quarter1,finishing,Wednesday,7,0.7,3.94,,960,0,0,0,0,8,1
2015-02-04,Quarter1,finishing,Wednesday,9,0.75,3.94,,960,0,0,0,0,8,1
2015-02-04,Quarter1,sewing,Wednesday,6,0.7,18.79,941,3360,30,0,0,0,33,0
2015-02-04,Quarter1,sewing,Wednesday,7,0.7,24.26,1471,6960,0,0,0,0,58,0
2015-02-04,Quarter1,sewing,Wednesday,11,0.7,10.05,1042,6120,60,0,0,0,53,0
2015-02-04,Quarter1,sewing,Wednesday,8,0.7,29.12,1248,6840,0,0,0,0,57,0
2015-02-04,Quarter1,finishing ,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,0
2015-02-04,Quarter1,sewing,Wednesday,5,0.65,30.1,326,5820,0,90,10,0,58.5,0
2015-02-04,Quarter1,finishing,Wednesday,6,0.7,2.9,,960,0,0,0,0,8,0
2015-02-04,Quarter1,sewing,Wednesday,4,0.35,30.1,287,6060,23,150,15,0,55.5,0
2015-02-05,Quarter1,sewing,Thursday,2,0.8,22.52,1300,6780,113,0,0,0,56.5,1
2015-02-05,Quarter1,sewing,Thursday,1,0.8,22.52,1485,6900,113,0,0,0,57.5,1
2015-02-05,Quarter1,sewing,Thursday,10,0.8,22.52,1039,6720,113,0,0,0,56,1
2015-02-05,Quarter1,finishing,Thursday,2,0.8,3.94,,2640,0,0,0,0,22,1
2015-02-05,Quarter1,sewing,Thursday,3,0.8,22.52,1063,6840,100,0,0,0,57,1
2015-02-05,Quarter1,finishing,Thursday,6,0.7,2.9,,960,0,0,0,0,8,1
2015-02-05,Quarter1,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-05,Quarter1,finishing,Thursday,7,0.7,3.94,,1200,0,0,0,0,10,1
2015-02-05,Quarter1,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,1
2015-02-05,Quarter1,sewing,Thursday,12,0.8,15.26,1083,720,38,0,0,0,34,1
2015-02-05,Quarter1,sewing,Thursday,9,0.8,29.12,1069,6960,50,0,0,0,58,1
2015-02-05,Quarter1,finishing,Thursday,10,0.8,3.94,,960,0,0,0,0,8,1
2015-02-05,Quarter1,sewing,Thursday,11,0.75,10.05,668,2520,34,0,0,0,26,1
2015-02-05,Quarter1,sewing,Thursday,6,0.7,18.79,766,2760,30,0,0,0,33,0
2015-02-05,Quarter1,sewing,Thursday,5,0.7,30.1,557,6960,0,0,0,0,58,0
2015-02-05,Quarter1,sewing,Thursday,7,0.07,24.26,1608,6960,0,0,0,0,58,0
2015-02-05,Quarter1,sewing,Thursday,4,0.5,30.1,417,6360,23,0,0,1,53,0
2015-02-05,Quarter1,sewing,Thursday,8,0.7,24.26,1167,6840,0,0,0,0,57,0
2015-02-07,Quarter1,finishing,Saturday,2,0.8,3.94,,3000,0,0,0,0,25,1
2015-02-07,Quarter1,sewing,Saturday,2,0.8,22.52,1186,6900,113,0,0,0,58,1
2015-02-07,Quarter1,sewing,Saturday,3,0.8,22.52,1060,6840,100,0,0,0,57,1
2015-02-07,Quarter1,sewing,Saturday,1,0.8,22.52,1534,6780,88,0,0,0,57,1
2015-02-07,Quarter1,sewing,Saturday,10,0.8,22.52,1142,6720,88,0,0,0,56,1
2015-02-07,Quarter1,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-07,Quarter1,finishing,Saturday,1,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-07,Quarter1,finishing,Saturday,6,0.75,2.9,,960,0,0,0,0,8,1
2015-02-07,Quarter1,sewing,Saturday,12,0.8,15.26,1021,4080,63,0,0,0,34,1
2015-02-07,Quarter1,sewing,Saturday,9,0.8,29.12,829,6960,50,0,0,0,58,1
2015-02-07,Quarter1,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,1
2015-02-07,Quarter1,sewing,Saturday,6,0.75,18.79,813,1560,34,0,0,0,33,1
2015-02-07,Quarter1,sewing,Saturday,11,0.75,10.05,677,3240,45,0,0,0,27,1
2015-02-07,Quarter1,finishing,Saturday,7,0.7,3.94,,1200,0,0,0,0,10,0
2015-02-07,Quarter1,sewing,Saturday,7,0.7,24.26,658,6960,0,270,45,0,58,0
2015-02-07,Quarter1,sewing,Saturday,4,0.6,30.1,486,6780,30,0,0,1,57,0
2015-02-07,Quarter1,sewing,Saturday,5,0.7,30.1,687,7500,0,0,0,0,59,0
2015-02-07,Quarter1,finishing,Saturday,4,0.8,4.3,,960,0,0,0,0,8,0
2015-02-07,Quarter1,sewing,Saturday,8,0.7,24.26,652,6840,0,300,37,0,57,0
2015-02-08,Quarter2,sewing,Sunday,2,0.8,22.52,1233,6900,113,0,0,0,57.5,1
2015-02-08,Quarter2,finishing,Sunday,7,0.7,4.15,,1440,0,0,0,0,12,1
2015-02-08,Quarter2,sewing,Sunday,10,0.8,22.52,1388,6720,88,0,0,0,56,1
2015-02-08,Quarter2,sewing,Sunday,1,0.8,22.52,1615,6780,88,0,0,0,56.5,1
2015-02-08,Quarter2,sewing,Sunday,3,0.8,22.52,1283,6720,88,0,0,0,56,1
2015-02-08,Quarter2,finishing,Sunday,1,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-08,Quarter2,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-08,Quarter2,finishing,Sunday,2,0.8,3.94,,2160,0,0,0,0,18,1
2015-02-08,Quarter2,finishing,Sunday,8,0.7,4.15,,1800,0,0,0,0,15,1
2015-02-08,Quarter2,sewing,Sunday,12,0.8,15.26,1026,2880,63,0,0,0,34,1
2015-02-08,Quarter2,sewing,Sunday,9,0.8,29.12,909,6960,50,0,0,0,58,1
2015-02-08,Quarter2,sewing,Sunday,6,0.75,18.79,670,3960,34,0,0,0,33,1
2015-02-08,Quarter2,sewing,Sunday,11,0.75,10.05,629,3240,45,0,0,0,27,1
2015-02-08,Quarter2,sewing,Sunday,5,0.7,30.1,754,7020,0,0,0,0,58.5,0
2015-02-08,Quarter2,finishing,Sunday,6,0.75,2.9,,960,0,0,0,0,8,0
2015-02-08,Quarter2,finishing,Sunday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-08,Quarter2,sewing,Sunday,4,0.65,30.1,712,6780,44,0,0,1,56.5,0
2015-02-08,Quarter2,sewing,Sunday,7,0.7,24.26,148,6960,0,0,0,0,58,0
2015-02-08,Quarter2,sewing,Sunday,8,0.7,24.26,154,6840,0,0,0,0,57,0
2015-02-09,Quarter2,finishing,Monday,2,0.8,3.94,,2160,0,0,0,0,18,1
2015-02-09,Quarter2,finishing,Monday,1,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-09,Quarter2,sewing,Monday,10,0.8,22.52,1127,120,88,0,0,0,56,1
2015-02-09,Quarter2,sewing,Monday,1,0.8,22.52,1506,3600,70,0,0,0,57,1
2015-02-09,Quarter2,sewing,Monday,2,0.8,22.52,1413,360,70,0,0,0,57,1
2015-02-09,Quarter2,finishing,Monday,6,0.75,2.9,,960,0,0,0,0,8,1
2015-02-09,Quarter2,sewing,Monday,12,0.8,15.26,970,4080,63,0,0,0,34,1
2015-02-09,Quarter2,sewing,Monday,3,0.8,22.52,1271,5400,50,0,0,0,57,1
2015-02-09,Quarter2,sewing,Monday,9,0.8,29.12,1073,6960,50,0,0,0,58,1
2015-02-09,Quarter2,sewing,Monday,4,0.7,30.1,767,3300,50,0,0,1,57,1
2015-02-09,Quarter2,sewing,Monday,11,0.75,10.05,103,0,45,0,0,0,54,1
2015-02-09,Quarter2,finishing,Monday,8,0.35,4.15,,1800,0,0,0,0,15,0
2015-02-09,Quarter2,sewing,Monday,5,0.7,30.1,773,7020,40,0,0,0,58,0
2015-02-09,Quarter2,finishing,Monday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-09,Quarter2,sewing,Monday,6,0.75,18.79,708,4080,0,0,0,0,34,0
2015-02-09,Quarter2,sewing,Monday,7,0.35,30.1,842,6960,0,0,0,1,58,0
2015-02-09,Quarter2,sewing,Monday,8,0.35,30.1,901,6960,0,0,0,1,58,0
2015-02-09,Quarter2,finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9,0
2015-02-10,Quarter2,finishing,Tuesday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-10,Quarter2,finishing,Tuesday,2,0.8,3.94,,2160,0,0,0,0,18,1
2015-02-10,Quarter2,sewing,Tuesday,10,0.8,22.52,1268,0,88,0,0,0,56,1
2015-02-10,Quarter2,sewing,Tuesday,1,0.8,22.52,1546,0,88,0,0,0,57,1
2015-02-10,Quarter2,sewing,Tuesday,3,0.8,22.52,813,0,88,0,0,0,57,1
2015-02-10,Quarter2,sewing,Tuesday,2,0.8,22.52,1512,0,88,0,0,0,57,1
2015-02-10,Quarter2,finishing,Tuesday,1,0.8,3.94,,1440,0,0,0,0,12,1
2015-02-10,Quarter2,sewing,Tuesday,9,0.8,29.12,1263,2160,38,0,0,0,58,1
2015-02-10,Quarter2,sewing,Tuesday,12,0.8,15.26,900,4080,50,0,0,0,34,1
2015-02-10,Quarter2,finishing,Tuesday,4,0.7,4.15,,1800,0,0,0,0,15,1
2015-02-10,Quarter2,sewing,Tuesday,6,0.75,18.79,640,2400,0,0,0,0,34,1
2015-02-10,Quarter2,sewing,Tuesday,11,0.8,10.05,13,3240,34,0,0,0,54,1
2015-02-10,Quarter2,sewing,Tuesday,5,0.75,30.1,855,7020,45,0,0,0,58,1
2015-02-10,Quarter2,finishing,Tuesday,8,0.35,4.15,,960,0,0,0,0,8,0
2015-02-10,Quarter2,sewing,Tuesday,4,0.7,30.1,855,7020,40,0,0,1,58,0
2015-02-10,Quarter2,finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-10,Quarter2,finishing,Tuesday,6,0.75,2.9,,960,0,0,0,0,8,0
2015-02-10,Quarter2,sewing,Tuesday,7,0.5,30.1,1025,6960,23,0,0,1,58,0
2015-02-10,Quarter2,sewing,Tuesday,8,0.5,30.1,1061,6960,30,0,0,1,58,0
2015-02-11,Quarter2,finishing,Wednesday,4,0.7,4.15,,1800,0,0,0,0,15,1
2015-02-11,Quarter2,finishing,Wednesday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-11,Quarter2,sewing,Wednesday,2,0.8,22.52,1557,0,90,0,0,0,57.5,1
2015-02-11,Quarter2,sewing,Wednesday,1,0.8,22.52,1498,0,113,0,0,0,57,1
2015-02-11,Quarter2,finishing,Wednesday,8,0.35,4.15,,1440,0,0,0,0,12,1
2015-02-11,Quarter2,finishing,Wednesday,2,0.8,3.94,,2160,0,0,0,0,18,1
2015-02-11,Quarter2,finishing,Wednesday,5,0.7,4.15,,240,0,0,0,0,2,1
2015-02-11,Quarter2,sewing,Wednesday,10,0.8,22.52,598,0,75,0,0,0,56,1
2015-02-11,Quarter2,sewing,Wednesday,6,0.8,18.79,656,3480,38,0,0,0,34,1
2015-02-11,Quarter2,sewing,Wednesday,12,0.8,15.26,854,4080,50,0,0,0,34,1
2015-02-11,Quarter2,sewing,Wednesday,9,0.8,29.12,609,3240,50,0,0,0,58,1
2015-02-11,Quarter2,sewing,Wednesday,5,0.75,30.1,788,7380,56,0,0,0,59.5,1
2015-02-11,Quarter2,sewing,Wednesday,8,0.6,30.1,1069,4560,30,0,0,1,58,0
2015-02-11,Quarter2,sewing,Wednesday,4,0.7,30.1,667,5940,40,0,0,1,59.5,0
2015-02-11,Quarter2,finishing,Wednesday,1,0.8,3.94,,1440,0,0,0,0,12,0
2015-02-11,Quarter2,sewing,Wednesday,7,0.6,30.1,829,3360,23,0,0,1,58,0
2015-02-11,Quarter2,finishing,Wednesday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-11,Quarter2,sewing,Wednesday,3,0.8,22.52,11,6840,0,0,0,1,57,0
2015-02-11,Quarter2,sewing,Wednesday,11,0.35,11.41,434,3240,0,0,0,1,52,0
2015-02-12,Quarter2,sewing,Thursday,1,0.8,22.52,1397,0,138,0,0,0,57,1
2015-02-12,Quarter2,finishing,Thursday,4,0.7,4.15,,1800,0,0,0,0,15,1
2015-02-12,Quarter2,sewing,Thursday,2,0.8,22.52,1327,0,113,0,0,0,57.5,1
2015-02-12,Quarter2,finishing,Thursday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-12,Quarter2,sewing,Thursday,12,0.8,15.26,894,4080,50,0,0,0,34,1
2015-02-12,Quarter2,finishing,Thursday,8,0.35,4.15,,1440,0,0,0,0,12,1
2015-02-12,Quarter2,sewing,Thursday,5,0.75,30.1,610,7080,56,0,0,0,59,1
2015-02-12,Quarter2,sewing,Thursday,6,0.8,18.79,779,3960,0,0,0,0,33,0
2015-02-12,Quarter2,finishing,Thursday,1,0.8,3.94,,1440,0,0,0,0,12,0
2015-02-12,Quarter2,finishing,Thursday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-12,Quarter2,sewing,Thursday,4,0.7,30.1,419,7080,0,0,0,1,59,0
2015-02-12,Quarter2,finishing,Thursday,2,0.8,3.94,,2160,0,0,0,0,18,0
2015-02-12,Quarter2,finishing,Thursday,5,0.7,4.15,,240,0,0,0,0,2,0
2015-02-12,Quarter2,sewing,Thursday,7,0.65,30.1,909,7080,0,0,0,1,59,0
2015-02-12,Quarter2,sewing,Thursday,11,0.5,11.41,1039,2280,0,0,0,2,55,0
2015-02-12,Quarter2,sewing,Thursday,9,0.8,29.12,14,6960,0,0,0,0,58,0
2015-02-12,Quarter2,sewing,Thursday,8,0.65,30.1,1193,7080,0,0,0,1,59,0
2015-02-12,Quarter2,sewing,Thursday,10,0.8,22.52,10,6000,0,0,0,0,50,0
2015-02-12,Quarter2,sewing,Thursday,3,0.35,30.1,770,6960,0,0,0,1,58,0
2015-02-14,Quarter2,sewing,Saturday,1,0.8,22.52,1416,6840,113,0,0,0,57,1
2015-02-14,Quarter2,finishing,Saturday,7,0.7,4.15,,1800,0,0,0,0,15,1
2015-02-14,Quarter2,finishing,Saturday,4,0.75,4.15,,2400,0,0,0,0,20,1
2015-02-14,Quarter2,finishing,Saturday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-14,Quarter2,sewing,Saturday,12,0.8,15.26,942,4080,63,0,0,0,34,1
2015-02-14,Quarter2,sewing,Saturday,2,0.8,22.52,674,3660,63,0,0,0,57,1
2015-02-14,Quarter2,finishing,Saturday,1,0.8,3.94,,1440,0,0,0,0,12,1
2015-02-14,Quarter2,sewing,Saturday,4,0.75,30.1,481,7140,0,0,0,1,59,1
2015-02-14,Quarter2,sewing,Saturday,5,0.75,30.1,664,7140,56,0,0,0,59,1
2015-02-14,Quarter2,finishing,Saturday,8,0.7,4.15,,960,0,0,0,0,8,0
2015-02-14,Quarter2,sewing,Saturday,8,0.7,30.1,824,5160,0,0,0,1,60,0
2015-02-14,Quarter2,sewing,Saturday,7,0.7,30.1,957,7200,0,0,0,1,60,0
2015-02-14,Quarter2,sewing,Saturday,11,0.6,11.41,1039,2280,23,0,0,2,55,0
2015-02-14,Quarter2,sewing,Saturday,6,0.8,18.79,822,4080,0,0,0,0,34,0
2015-02-14,Quarter2,sewing,Saturday,3,0.5,30.1,1261,6960,30,0,0,1,58,0
2015-02-14,Quarter2,finishing,Saturday,6,0.8,2.9,,960,0,0,0,0,8,0
2015-02-14,Quarter2,finishing,Saturday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-15,Quarter3,finishing,Sunday,1,0.8,3.94,,960,0,0,0,0,8,1
2015-02-15,Quarter3,finishing,Sunday,2,0.8,3.94,,960,0,0,0,0,8,1
2015-02-15,Quarter3,sewing,Sunday,1,0.8,22.52,1420,6840,113,0,0,0,57,1
2015-02-15,Quarter3,finishing,Sunday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-15,Quarter3,sewing,Sunday,12,0.8,15.26,1120,1440,50,0,0,0,34,1
2015-02-15,Quarter3,finishing,Sunday,5,0.75,4.15,,240,0,0,0,0,2,1
2015-02-15,Quarter3,sewing,Sunday,5,0.8,30.1,679,7140,0,0,0,0,59.5,0
2015-02-15,Quarter3,finishing,Sunday,11,0.6,2.9,,1200,0,0,0,0,10,0
2015-02-15,Quarter3,sewing,Sunday,7,0.7,30.1,881,7080,0,0,0,1,59,0
2015-02-15,Quarter3,sewing,Sunday,8,0.7,30.1,507,5880,40,2,10,1,59,0
2015-02-15,Quarter3,sewing,Sunday,6,0.75,18.79,814,4080,0,0,0,0,34,0
2015-02-15,Quarter3,sewing,Sunday,11,0.65,11.41,700,2640,23,0,0,2,53,0
2015-02-15,Quarter3,finishing,Sunday,8,0.7,4.15,,960,0,0,0,0,8,0
2015-02-15,Quarter3,finishing,Sunday,6,0.8,2.9,,960,0,0,0,0,8,0
2015-02-15,Quarter3,sewing,Sunday,4,0.75,30.1,919,7140,0,0,0,1,59.5,0
2015-02-15,Quarter3,sewing,Sunday,3,0.6,30.1,1361,6960,30,0,0,1,58,0
2015-02-15,Quarter3,sewing,Sunday,2,0.8,22.52,12,6900,0,0,0,0,57.5,0
2015-02-15,Quarter3,finishing,Sunday,4,0.75,4.15,,2400,0,0,0,0,20,0
2015-02-15,Quarter3,sewing,Sunday,9,0.5,18.79,1688,5280,0,0,0,1,54,0
2015-02-16,Quarter3,sewing,Monday,1,0.8,22.52,1422,6840,113,0,0,0,57,1
2015-02-16,Quarter3,finishing,Monday,9,0.8,3.94,,1200,0,0,0,0,10,1
2015-02-16,Quarter3,finishing,Monday,12,0.8,4.08,,1080,0,0,0,0,9,1
2015-02-16,Quarter3,finishing,Monday,3,0.5,4.15,,960,0,0,0,0,8,1
2015-02-16,Quarter3,sewing,Monday,3,0.65,30.1,1263,600,63,0,0,1,58,1
2015-02-16,Quarter3,sewing,Monday,5,0.8,30.1,461,0,0,0,0,0,59,1
2015-02-16,Quarter3,sewing,Monday,12,0.8,15.26,1079,3720,38,0,0,0,34,1
2015-02-16,Quarter3,finishing,Monday,6,0.8,2.9,,960,0,0,0,0,8,1
2015-02-16,Quarter3,sewing,Monday,6,0.75,18.79,895,3960,0,0,0,0,33,1
2015-02-16,Quarter3,sewing,Monday,4,0.75,30.1,912,7020,0,0,0,1,58,1
2015-02-16,Quarter3,finishing,Monday,4,0.75,4.15,,1800,0,0,0,0,15,0
2015-02-16,Quarter3,sewing,Monday,7,0.7,30.1,784,600,30,0,0,1,59,0
2015-02-16,Quarter3,finishing,Monday,5,0.75,4.15,,1200,0,0,0,0,10,0
2015-02-16,Quarter3,sewing,Monday,8,0.7,30.1,7,7080,27,2,10,2,59,0
2015-02-16,Quarter3,sewing,Monday,11,0.7,11.41,680,2160,30,0,0,2,54,0
2015-02-16,Quarter3,sewing,Monday,10,0.6,18.22,1131,5280,0,0,0,1,44,0
2015-02-16,Quarter3,sewing,Monday,9,0.6,18.79,2103,5400,0,0,0,1,54,0
2015-02-16,Quarter3,finishing,Monday,7,0.7,4.15,,1800,0,0,0,0,15,0
2015-02-17,Quarter3,sewing,Tuesday,1,0.8,22.52,1445,6840,113,0,0,0,57,1
2015-02-17,Quarter3,finishing,Tuesday,10,0.8,3.94,,960,0,0,0,0,8,1
2015-02-17,Quarter3,finishing,Tuesday,7,0.7,5.13,,1200,0,0,0,0,10,1
2015-02-17,Quarter3,finishing,Tuesday,12,0.8,5.13,,1080,0,0,0,0,9,1
2015-02-17,Quarter3,sewing,Tuesday,12,0.8,15.26,1133,4080,38,0,0,0,34,1
2015-02-17,Quarter3,finishing,Tuesday,3,0.5,5.13,,1800,0,0,0,0,15,1
2015-02-17,Quarter3,sewing,Tuesday,6,0.75,18.79,726,3360,0,0,0,0,33,1
2015-02-17,Quarter3,sewing,Tuesday,4,0.75,30.1,849,7020,45,0,0,1,58,1
2015-02-17,Quarter3,finishing,Tuesday,6,0.8,2.9,,960,0,0,0,0,8,1
2015-02-17,Quarter3,sewing,Tuesday,7,0.7,30.1,562,840,30,0,0,1,59,0
2015-02-17,Quarter3,sewing,Tuesday,11,0.7,11.41,1054,3420,30,0,0,2,56,0
2015-02-17,Quarter3,sewing,Tuesday,3,0.7,30.1,1422,6960,50,0,0,1,58,0
2015-02-17,Quarter3,finishing,Tuesday,4,0.75,5.13,,960,0,0,0,0,8,0
2015-02-17,Quarter3,sewing,Tuesday,5,0.8,30.1,680,7140,0,0,0,0,59,0
2015-02-17,Quarter3,sewing,Tuesday,9,0.65,18.79,2120,5520,0,0,0,1,51,0
2015-02-17,Quarter3,sewing,Tuesday,8,0.6,29.4,179,0,23,5,30,2,58,0
2015-02-17,Quarter3,finishing,Tuesday,9,0.8,3.94,,960,0,0,0,0,8,0
2015-02-17,Quarter3,finishing,Tuesday,2,0.8,5.13,,1800,0,0,0,0,15,0
2015-02-17,Quarter3,sewing,Tuesday,2,0.5,30.33,838,6720,0,0,0,1,56,0
2015-02-17,Quarter3,sewing,Tuesday,10,0.65,18.22,741,0,0,8,35,1,49,0
2015-02-18,Quarter3,finishing,Wednesday,12,0.8,5.13,,1200,0,0,0,0,10,1
2015-02-18,Quarter3,finishing,Wednesday,6,0.8,2.9,,1440,0,0,0,0,12,1
2015-02-18,Quarter3,finishing,Wednesday,2,0.8,5.13,,1440,0,0,0,0,12,1
2015-02-18,Quarter3,sewing,Wednesday,11,0.7,11.41,685,3360,30,0,0,2,56,1
2015-02-18,Quarter3,sewing,Wednesday,4,0.8,30.1,864,480,50,0,0,1,58,1
2015-02-18,Quarter3,sewing,Wednesday,5,0.8,30.1,511,0,0,0,0,0,59,1
2015-02-18,Quarter3,sewing,Wednesday,12,0.8,15.26,1095,4080,63,0,0,0,34,1
2015-02-18,Quarter3,sewing,Wednesday,1,0.8,22.52,1374,3960,63,0,0,0,57,1
2015-02-18,Quarter3,sewing,Wednesday,6,0.75,18.79,759,3960,34,0,0,0,33,1
2015-02-18,Quarter3,sewing,Wednesday,7,0.75,30.1,553,2280,45,0,0,1,59,1
2015-02-18,Quarter3,finishing,Wednesday,4,0.75,5.13,,960,0,0,0,0,8,0
2015-02-18,Quarter3,sewing,Wednesday,3,0.7,30.1,1057,0,40,0,0,1,58,0
2015-02-18,Quarter3,sewing,Wednesday,9,0.7,18.79,1587,4560,30,0,0,1,51,0
2015-02-18,Quarter3,finishing,Wednesday,7,0.7,5.13,,960,0,0,0,0,8,0
2015-02-18,Quarter3,finishing,Wednesday,10,0.8,3.94,,960,0,0,0,0,8,0
2015-02-18,Quarter3,finishing,Wednesday,8,0.7,5.13,,960,0,0,0,0,8,0
